"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Sub-task","100","97","","Add locale-prefixed routing","Subtask of: Implement language selection with Arabic RTL

_Epic: Accounts, Identity & Preferences_","Highest","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","101","97","","Persist locale to the user profile and to a guest cookie","Subtask of: Implement language selection with Arabic RTL

_Epic: Accounts, Identity & Preferences_","Highest","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","102","97","","Snapshot-test key screens in all three locales","Subtask of: Implement language selection with Arabic RTL

_Epic: Accounts, Identity & Preferences_","Highest","Traveller","","epic-acc","phase-0-foundation","","",""
"Story","103","73","","Build the account hub: trips, favorites, bookings and notifications","One place where a user finds everything they have saved or booked, scoped strictly to them.

*Acceptance criteria*
* /trips, /favorites, /bookings and /notifications each list the user's own records only.
* Empty states explain what the section is for and link to the relevant entry point.
* Items can be removed where policy permits; bookings are never silently deleted.
* Lists paginate and remain usable at 390px.

*Subtasks*
* Build the /trips list with status chips
* Build the /favorites grid with unfavorite
* Build the /bookings list with status and policy summary
* Build the /notifications list with read/unread
* Add ownership assertions to every query and a cross-user access test

_BRD reference: FR-004, FR-053_","High","Traveller","5","epic-acc","phase-0-foundation","traveller","profile",""
"Sub-task","104","103","","Build the /trips list with status chips","Subtask of: Build the account hub: trips, favorites, bookings and notifications

_Epic: Accounts, Identity & Preferences_","High","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","105","103","","Build the /favorites grid with unfavorite","Subtask of: Build the account hub: trips, favorites, bookings and notifications

_Epic: Accounts, Identity & Preferences_","High","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","106","103","","Build the /bookings list with status and policy summary","Subtask of: Build the account hub: trips, favorites, bookings and notifications

_Epic: Accounts, Identity & Preferences_","High","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","107","103","","Build the /notifications list with read/unread","Subtask of: Build the account hub: trips, favorites, bookings and notifications

_Epic: Accounts, Identity & Preferences_","High","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","108","103","","Add ownership assertions to every query and a cross-user access test","Subtask of: Build the account hub: trips, favorites, bookings and notifications

_Epic: Accounts, Identity & Preferences_","High","Traveller","","epic-acc","phase-0-foundation","","",""
"Story","109","73","","Let users export and delete their data","Give users a working route to see what is held about them and to remove it, including personalisation signals.

*Acceptance criteria*
* A user can request an export and receive their profile, trips, favorites, reviews and bookings.
* A user can reset personalisation signals without deleting the account.
* Account deletion anonymises rather than destroys records that bookings and accounting depend on.
* Both actions are audit logged.

*Subtasks*
* Implement the data export job and download
* Implement personalisation-signal reset
* Implement account deletion with referential anonymisation
* Add the privacy section to /settings
* Document the retention policy per entity

_BRD reference: BR-22, BRD S16_","Medium","Traveller","3","epic-acc","phase-0-foundation","privacy","traveller",""
"Sub-task","110","109","","Implement the data export job and download","Subtask of: Let users export and delete their data

_Epic: Accounts, Identity & Preferences_","Medium","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","111","109","","Implement personalisation-signal reset","Subtask of: Let users export and delete their data

_Epic: Accounts, Identity & Preferences_","Medium","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","112","109","","Implement account deletion with referential anonymisation","Subtask of: Let users export and delete their data

_Epic: Accounts, Identity & Preferences_","Medium","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","113","109","","Add the privacy section to /settings","Subtask of: Let users export and delete their data

_Epic: Accounts, Identity & Preferences_","Medium","Traveller","","epic-acc","phase-0-foundation","","",""
"Sub-task","114","109","","Document the retention policy per entity","Subtask of: Let users export and delete their data

_Epic: Accounts, Identity & Preferences_","Medium","Traveller","","epic-acc","phase-0-foundation","","",""
"Epic","115","","Catalogue, Search & Discovery","Catalogue, Search & Discovery","Everything a traveller can do before they ask for a plan: browse, search, filter, map, compare and save. This is the inventory layer the AI planner later reads from.

*Phase:* Phase 1 - Marketplace MVP
*Stories in this epic:* 8","High","Traveller","","epic-cat","phase-1-marketplace","","",""
"Story","116","115","","Model the catalogue: businesses, experiences, categories and media","The structured entities behind every listing, with the labelling rules that stop estimated prices being shown as firm ones.

*Acceptance criteria*
* Businesses, experiences, categories, tags, amenities, suitability labels and media are modelled and migrated.
* Every price carries currency, price type (fixed, from, estimated, quote-required) and an effective source.
* Only active and published entities are returned by public endpoints.
* Weather sensitivity (indoor, outdoor, weather-sensitive) is a first-class field.

*Subtasks*
* Write the catalogue migration with all constraints
* Define the category, tag, amenity and suitability taxonomies
* Implement the price-model value object with type and source
* Add the publish/unpublish state machine
* Write repository tests asserting unpublished content never leaks

_BRD reference: FR-010, FR-014, BR-01, BR-03_","Highest","Traveller","8","epic-cat","phase-1-marketplace","catalogue","database",""
"Sub-task","117","116","","Write the catalogue migration with all constraints","Subtask of: Model the catalogue: businesses, experiences, categories and media

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","118","116","","Define the category, tag, amenity and suitability taxonomies","Subtask of: Model the catalogue: businesses, experiences, categories and media

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","119","116","","Implement the price-model value object with type and source","Subtask of: Model the catalogue: businesses, experiences, categories and media

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","120","116","","Add the publish/unpublish state machine","Subtask of: Model the catalogue: businesses, experiences, categories and media

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Sub-task","121","116","","Write repository tests asserting unpublished content never leaks","Subtask of: Model the catalogue: businesses, experiences, categories and media

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
"Story","122","115","","Build the browse and explore pages","The /explore surface with its filter rail, result grid and shareable state.

*Acceptance criteria*
* Users can browse destinations, experiences, attractions, restaurants and ready-made trips.
* Filters cover date, price, distance, category, group suitability, rating and availability where known.
* Filter state is encoded in the URL and restores exactly on reload or share.
* Results show count, active filter chips and a clear-all.

*Subtasks*
* Build the filter rail with all filter types
* Implement URL state sync for filters
* Build the result grid with skeleton and empty states
* Implement server-side filtering and pagination
* Add sort options and make the default explicit

_BRD reference: FR-010, FR-012, AC-02_","Highest","Traveller","8","epic-cat","phase-1-marketplace","catalogue","traveller",""
"Sub-task","123","122","","Build the filter rail with all filter types","Subtask of: Build the browse and explore pages

_Epic: Catalogue, Search & Discovery_","Highest","Traveller","","epic-cat","phase-1-marketplace","","",""
